hid,creation_date,operation_id,death_date,season,season_start_month,season_start_day,death_next_season,hive_age_next_season,aqhi_average,prcp_average,wspd_average,ndvi_average,tavg_average,o3_average,aqhi_skew,prcp_skew,wspd_skew,ndvi_skew,tavg_skew,o3_skew,aqhi_max,prcp_max,wspd_max,ndvi_max,tavg_max,o3_max,region,wspd_average_og,tavg_average_og,prcp_average_og,aqhi_average_og
188580,2023-07-03,159,2024-03-05,2023,4,1,True,246,0.7885028138766983,1.800900892145311,2.337318187730834,0.1952034365025301,2.940312934881132,35.7509375,0.1336306209562115,4.667190054376371,-0.0195320587621249,0.2332970677106303,-0.1463700423227994,-6.944102395288034,4.0,84.8,16.8,0.4717672490348688,24.3,73.03041666666667, QC,10.353333333333332,18.921666666666667,6.055000000000001,2.2
157063,2023-05-14,159,2024-04-01,2023,4,1,False,323,0.9659843838794028,1.539816921643593,2.368467313236219,0.1921260630122618,2.8542268348993893,46.212030303030296,0.5632021938427824,5.47664645843747,0.1704584051308921,0.3250701241489088,-0.993420958883645,-7.808929542796537,6.0,84.8,17.9,0.4352394398017499,24.3,101.56541666666668, QC,10.680909090909092,17.360909090909093,4.663636363636364,2.6272727272727274
186956,2023-06-27,159,2024-04-01,2023,4,1,False,279,0.7376467680741049,1.9740949148144489,2.114257536236265,0.1706987244958817,2.948026316873692,34.62209595959596,0.6290761878376241,3.3385153036339195,0.4465238068470646,0.5866277606351805,-0.1848982406688108,-7.202793450690958,4.0,81.1,14.7,0.4795039758204678,24.3,76.94958333333334, QC,8.283333333333333,19.068181818181817,7.2,2.090909090909091
150993,2023-05-05,159,2024-04-01,2023,4,1,False,332,0.9954650082717428,1.4691357989827274,2.385528747221401,0.1930781494313111,2.8284128633971912,48.01543417366947,0.4456169028604657,5.659044650831153,0.1167405757345539,0.1730891230190604,-0.8070571225794809,-7.940010630864025,6.0,84.8,17.9,0.436072266437659,24.3,101.56541666666668, QC,10.864705882352942,16.91848739495798,4.345378151260505,2.7058823529411766
67962,2022-06-02,159,2024-03-28,2023,4,1,False,665,0.9778134294963208,1.6573950545530918,2.2212447890639604,0.174797375936196,2.794557173575161,46.55939701897019,0.4616454371658496,3.9394043868138655,0.7481305716174163,0.6945477122559832,-0.6341623711641987,-7.735277433381317,6.0,81.1,19.9,0.5285255983420578,24.3,102.46041666666667, QC,9.21869918699187,16.35528455284553,5.2455284552845525,2.658536585365854
186955,2023-06-27,159,2024-04-01,2023,4,1,False,279,0.7376467680741049,1.9740949148144489,2.114257536236265,0.1846280855195887,2.948026316873692,34.62209595959596,0.6290761878376241,3.3385153036339195,0.4465238068470646,0.6503395052557966,-0.1848982406688108,-7.202793450690958,4.0,81.1,14.7,0.5032840218721825,24.3,76.94958333333334, QC,8.283333333333333,19.068181818181817,7.2,2.090909090909091
55971,2022-04-24,159,2023-05-30,2023,4,1,True,401,1.3863193608073958,0.4077513814812036,2.520925125863933,0.1894639312599672,2.3427764887286733,73.54629166666668,0.7905694150420948,2.4990730791377938,0.3033338253632995,0.4431844865981086,0.1379185432117125,0.4298160042814708,6.0,13.2,19.9,0.4335295453290551,18.1,102.46041666666667, QC,12.44,10.41,1.5033333333333334,4.0
68015,2022-06-02,159,2024-04-01,2023,4,1,False,669,1.0029773858669426,1.6170709827123693,2.374499016544606,0.1750794622795246,2.79920243433401,48.39765018066848,0.4008808453971836,4.348012615185565,0.4057513590036913,0.6577079509200529,-0.7130747973956127,-7.756392019609636,6.0,84.8,24.3,0.4884809388617465,24.8,102.46041666666667, QC,10.745528455284552,16.431436314363143,5.038211382113821,2.7262872628726287
170832,2023-06-03,159,2024-04-01,2023,4,1,False,303,0.7910247688195292,1.844086580894173,2.005240189097921,0.1812588416727176,2.912235319798731,36.45819351851851,0.4711085117721704,3.1793113511272275,1.1454183891285297,0.3332380894628608,-0.4718381843201894,-8.055850894712485,5.0,81.1,20.3,0.47094510561714,24.7,79.5725, QC,7.427777777777778,18.397777777777776,6.322222222222222,2.205555555555556
65117,2022-05-31,159,2024-04-01,2023,4,1,False,671,1.0138520345356543,1.6330786930425158,2.362191986834788,0.1742467225899439,2.817975388467333,48.23279697380308,0.4437058258645766,4.310935420694288,0.4687534617120532,0.6513452524109554,-0.7215242516539628,-7.759119989830453,6.0,84.8,23.9,0.5929584146222417,25.3,102.46041666666667, QC,10.614092140921407,16.742818428184282,5.119512195121951,2.756097560975609
